更新提示：,#genre#
山东教育卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226238/index.m3u8
山东卫视,http://111.20.33.70/PLTV/88888893/224/3221226209/index.m3u8
陕西农林卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226229/index.m3u8
陕西卫视 576,http://111.20.33.70/PLTV/88888893/224/3221225821/index.m3u8
陕西卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226322/index.m3u8
陕西卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226326/index.m3u8
陕西卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226331/index.m3u8
陕西卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226457/index.m3u8
四川康巴卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226234/index.m3u8
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8
西藏卫视 576,http://111.20.33.70/PLTV/88888893/224/3221226212/index.m3u8
浙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226199/index.m3u8
重庆卫视,http://111.20.33.70/PLTV/88888893/224/3221226202/index.m3u8
凤凰中文 576,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8
凤凰资讯 576,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8
中国交通 576,http://111.20.33.70/PLTV/88888893/224/3221226248/index.m3u8
中国教育3 576,http://111.20.33.70/PLTV/88888893/224/3221226226/index.m3u8
中国教育4 576,http://111.20.33.70/PLTV/88888893/224/3221226225/index.m3u8
中央新影发现之旅 576,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8
中央新影老故事 576,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8
IPTV3+ 576,http://111.20.33.70/PLTV/88888893/224/3221226341/index.m3u8
IPTV5+ 576,http://111.20.33.70/PLTV/88888893/224/3221226342/index.m3u8
IPTV5+ 7.5M,http://111.20.33.70/PLTV/88888893/224/3221226345/index.m3u8
IPTV6+ 576,http://111.20.33.70/PLTV/88888893/224/3221226343/index.m3u8
IPTV8+ 576,http://111.20.33.70/PLTV/88888893/224/3221226344/index.m3u8
IPTV相声小品 576,http://111.20.33.70/PLTV/88888893/224/3221226346/index.m3u8
北京冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8
北京家有购物 576,http://111.20.33.70/PLTV/88888893/224/3221226355/index.m3u8
第一财经,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/dycjhd/4000000/mnf.m3u8
第一财经,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/dycjhd/4000000/mnf.m3u8
东方都市,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/ylpdhd/4000000/mnf.m3u8
东方影视,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8
东方影视,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
上海新闻,http://39.134.165.130:6610/000000001000/7487426726248458200/index.m3u8?IASHttpSessionId=OTT1810420221003040310005333
上海新闻综合,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/xwzhhd/4000000/mnf.m3u8
佛坪 576,http://111.20.33.70/PLTV/88888893/224/3221226454/index.m3u8
广东高尔夫 576,http://111.20.33.70/PLTV/88888893/224/3221226246/index.m3u8
广东嘉佳卡通 576,http://111.20.33.70/PLTV/88888893/224/3221226227/index.m3u8
湖北休闲指南 576,http://111.20.33.70/PLTV/88888893/224/3221226247/index.m3u8
湖南金鹰纪实,http://111.20.33.70/PLTV/88888893/224/3221226351/index.m3u8
湖南快乐购 576,http://111.20.33.70/PLTV/88888893/224/3221226353/index.m3u8
吉林家家购物 576,http://111.20.33.70/PLTV/88888893/224/3221226354/index.m3u8
吉林篮球 576,http://111.20.33.70/PLTV/88888893/224/3221226239/index.m3u8
江苏财富天下 576,http://111.20.33.70/PLTV/88888893/224/3221226350/index.m3u8
劲爆体,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/xwzhhd/4000000/mnf.m3u8
劲爆体育,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
劲爆体育,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
五星体育,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8
聚鲨国际 576,http://111.20.33.70/PLTV/88888893/224/3221226458/index.m3u8
聚鲨环球精选 576,http://111.20.33.70/PLTV/88888893/224/3221226207/index.m3u8
聚鲨环球精选 576,http://111.20.33.70/PLTV/88888893/224/3221226459/index.m3u8
聚鲨环球精选 576,http://111.20.33.70/PLTV/88888893/224/3221226461/index.m3u8

栾坛春秋 576,http://111.20.33.70/PLTV/88888893/224/3221226245/index.m3u8
魅力足球,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
魅力足球,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
山西优购物 576,http://111.20.33.70/PLTV/88888893/224/3221226356/index.m3u8
新视觉,http://119.188.123.28/liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
新视觉,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/xsjhd/4000000/mnf.m3u8
台球 576,http://111.20.33.70/PLTV/88888893/224/3221226348/index.m3u8
足球 576,http://111.20.33.70/PLTV/88888893/224/3221226347/index.m3u8
NNM家庭理财 576,http://111.20.33.70/PLTV/88888893/224/3221226244/index.m3u8
SiTV都市剧场,http://111.20.33.70/PLTV/88888893/224/3221226581/index.m3u8
SiTV极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226574/index.m3u8
SiTV极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226583/index.m3u8
SiTV全纪实,http://111.20.33.70/PLTV/88888893/224/3221226580/index.m3u8
SiTV游戏风云,http://111.20.33.70/PLTV/88888893/224/3221226579/index.m3u8
西安1 576,http://111.20.33.70/PLTV/88888893/224/3221226366/index.m3u8
西安2 576,http://111.20.33.70/PLTV/88888893/224/3221226367/index.m3u8
西安4 576,http://111.20.33.70/PLTV/88888893/224/3221226369/index.m3u8
西安教育 576,http://111.20.33.70/PLTV/88888893/224/3221226371/index.m3u8
西安丝路 576,http://111.20.33.70/PLTV/88888893/224/3221226370/index.m3u8
延安公共 576,http://111.20.33.70/PLTV/88888893/224/3221226375/index.m3u8
延安公共 576,http://111.20.33.70/PLTV/88888893/224/3221226387/index.m3u8
延安新闻综合 576,http://111.20.33.70/PLTV/88888893/224/3221226374/index.m3u8
榆林1 576,http://111.20.33.70/PLTV/88888893/224/3221226377/index.m3u8
圆点生活 2.5M,http://111.20.33.70/PLTV/88888893/224/3221226552/index.m3u8

置业频道 576,http://111.20.33.70/PLTV/88888893/224/3221226241/index.m3u8
陕视直播 576,http://111.20.33.70/PLTV/88888893/224/3221226408/index.m3u8
陕西汉中1,http://111.20.33.70/PLTV/88888893/224/3221226331/index.m3u8
陕西汉中-2,http://111.20.33.70/PLTV/88888893/224/3221225990/index.m3u8
陕西汉中-3,http://111.20.33.70/PLTV/88888893/224/3221225991/index.m3u8
陕西乐家购物 576,http://111.20.33.70/PLTV/88888893/224/3221226362/index.m3u8
陕西生活 576,http://111.20.33.70/PLTV/88888893/224/3221226358/index.m3u8
陕西生活 576,http://111.20.33.70/PLTV/88888893/224/3221226359/index.m3u8
陕西体育休闲 576,http://111.20.33.70/PLTV/88888893/224/3221226363/index.m3u8
陕西西部电影 576,http://111.20.33.70/PLTV/88888893/224/3221226364/index.m3u8
陕西新闻资讯 576,http://111.20.33.70/PLTV/88888893/224/3221226357/index.m3u8
陕西影视 576,http://111.20.33.70/PLTV/88888893/224/3221226360/index.m3u8
铜川1 576,http://111.20.33.70/PLTV/88888893/224/3221226379/index.m3u8
铜川2 576,http://111.20.33.70/PLTV/88888893/224/3221226380/index.m3u8
渭南 4M576,http://111.20.33.70/PLTV/88888893/224/3221226376/index.m3u8
西乡 3.5M,http://111.20.33.70/PLTV/88888893/224/3221226556/index.m3u8
咸阳1 576,http://111.20.33.70/PLTV/88888893/224/3221226372/index.m3u8
安康 7M,http://111.20.33.70/PLTV/88888893/224/3221226385/index.m3u8
安塞 576,http://111.20.33.70/PLTV/88888893/224/3221226388/index.m3u8
宝鸡1 576,http://111.20.33.70/PLTV/88888893/224/3221226381/index.m3u8
宝鸡1 7M,http://111.20.33.70/PLTV/88888893/224/3221226383/index.m3u8
宝鸡2 7M,http://111.20.33.70/PLTV/88888893/224/3221226384/index.m3u8
宁强1 2M,http://111.20.33.70/PLTV/88888893/224/3221226390/index.m3u8
宁强2 2M,http://111.20.33.70/PLTV/88888893/224/3221226389/index.m3u8

广西移动,#genre#A
CCTV1,http://111.59.189.40:8445/tsfile/live/1000_1.m3u8
CCTV2,http://111.59.189.40:8445/tsfile/live/1001_1.m3u8
CCTV3,http://111.59.189.40:8445/tsfile/live/1002_1.m3u8
CCTV4,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV6,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV7,http://111.59.189.40:8445/tsfile/live/1005_1.m3u8
CCTV8,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV9,http://111.59.189.40:8445/tsfile/live/1007_1.m3u8
CCTV10,http://111.59.189.40:8445/tsfile/live/1008_1.m3u8
CCTV12,http://111.59.189.40:8445/tsfile/live/1010_1.m3u8
CCTV13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV14,http://111.59.189.40:8445/tsfile/live/1012_1.m3u8









江西宜春,#genre#
CCTV1http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV2http://39.135.138.58:18890/PLTV/88888888/224/3221225619/index.m3u8
CCTV2http://39.135.138.58:18890/PLTV/88888888/224/3221225643/index.m3u8
CCTV3http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV3http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV4http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV5http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8
CCTV5+http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8
CCTV5+http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV6http://39.135.138.58:18890/PLTV/88888888/224/3221225650/index.m3u8
CCTV6http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8
CCTV7http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8
CCTV7http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8
CCTV8http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV9http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV10http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV11http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV12http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8
CCTV13http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV14http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV15http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV17http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
纯享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
CNC中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
CNC英文,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
东南卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
东方卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
江苏卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
江苏卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225702/index.m3u8
江西卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225746/index.m3u8
江西卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225705/index.m3u8
河北卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225732/index.m3u8
浙江卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
深圳卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
深圳卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
湖北卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225740/index.m3u8
湖北卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225699/index.m3u8
湖南卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
北京卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225674/index.m3u8
四川卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225733/index.m3u8
天津卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
天津卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8
安徽卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
安徽卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225691/index.m3u8
山东卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
山东卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225697/index.m3u8
山西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225730/index.m3u8
广东卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
广东卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225731/index.m3u8
重庆卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
重庆卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225692/index.m3u8
吉林卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225680/index.m3u8
云南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225664/index.m3u8
陕西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225667/index.m3u8
青海卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225727/index.m3u8
黑龙江卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
宁夏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225724/index.m3u8
西藏卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225723/index.m3u8
新疆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225725/index.m3u8
旅游卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225722/index.m3u8
贵州卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225728/index.m3u8
辽宁卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8

超级体育http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
超级体育http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
超级电影http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
超级电影http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
超级电视剧http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
超级电视剧http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
超级综艺http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
超级综艺http://39.135.138.58:18890/PLTV/88888888/224/3221225768/index.m3u8
哒啵赛事http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
哒啵赛事http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
哒啵赛事http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
精品大剧http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
精品纪录http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
精品体育http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
精品体育http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
金牌综艺http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
古装剧场http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
农业致富http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
军旅剧场http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
明星大片http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
中国功夫http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
炫舞未来http://39.135.138.58:18890/PLTV/88888888/224/3221225707/index.m3u8
东北热剧http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
海外剧场http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
明星剧场http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
欢乐剧场http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
黑莓动画http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓电影http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
中国教育-1,http://39.135.138.58:18890/PLTV/88888888/224/3221225661/index.m3u8
北京纪实http://39.135.138.58:18890/PLTV/88888888/224/3221225675/index.m3u8
北京纪实http://39.135.138.58:18890/PLTV/88888888/224/3221225676/index.m3u8
上海纪实http://39.135.138.58:18890/PLTV/88888888/224/3221225654/index.m3u8
上海纪实http://39.135.138.58:18890/PLTV/88888888/224/3221225655/index.m3u8
卡酷少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225677/index.m3u8
优漫卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8
炫动卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221225720/index.m3u8

湖南电信,#genre#
CCTV1,http://222.240.82.92:9901/tsfile/live/0001_1.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV4,http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV6,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV7,http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
CCTV8,http://222.240.82.92:9901/tsfile/live/0008_1.m3u8
CCTV10,http://222.240.82.92:9901/tsfile/live/0010_1.m3u8
CCTV12,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV13,http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
CCTV14,http://222.240.82.92:9901/tsfile/live/0014_1.m3u8
吉林卫视,http://222.240.82.92:9901/tsfile/live/0116_1.m3u8
宁夏卫视,http://222.240.82.92:9901/tsfile/live/0112_1.m3u8
广东卫视,http://222.240.82.92:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://222.240.82.92:9901/tsfile/live/0120_1.m3u8
辽宁卫视,http://222.240.82.92:9901/tsfile/live/0121_1.m3u8
山西卫视,http://222.240.82.92:9901/tsfile/live/0118_1.m3u8
四川卫视,http://222.240.82.92:9901/tsfile/live/0123_1.m3u8
河北卫视,http://222.240.82.92:9901/tsfile/live/0117_1.m3u8
东方卫视,http://222.240.82.92:9901/tsfile/live/0107_1.m3u8
湖北卫视,http://222.240.82.92:9901/tsfile/live/0132_1.m3u8
云南卫视,http://222.240.82.92:9901/tsfile/live/0119_1.m3u8
江西卫视,http://222.240.82.92:9901/tsfile/live/0138_1.m3u8
青海卫视,http://222.240.82.92:9901/tsfile/live/0140_1.m3u8
湖南卫视,http://222.240.82.92:9901/tsfile/live/0128_1.m3u8
甘肃卫视,http://222.240.82.92:9901/tsfile/live/0141_1.m3u8
北京卫视,http://222.240.82.92:9901/tsfile/live/0122_1.m3u8
重庆卫视,http://222.240.82.92:9901/tsfile/live/0142_1.m3u8
陕西卫视,http://222.240.82.92:9901/tsfile/live/0136_1.m3u8
江苏卫视,http://222.240.82.92:9901/tsfile/live/0127_1.m3u8
东南卫视,http://222.240.82.92:9901/tsfile/live/0137_1.m3u8
黑龙江卫视,http://222.240.82.92:9901/tsfile/live/0143_1.m3u8
天津卫视,http://222.240.82.92:9901/tsfile/live/0135_1.m3u8
河南卫视,http://222.240.82.92:9901/tsfile/live/0139_1.m3u8
浙江卫视,http://222.240.82.92:9901/tsfile/live/0124_1.m3u8
山东卫视,http://222.240.82.92:9901/tsfile/live/0131_1.m3u8
深圳卫视,http://222.240.82.92:9901/tsfile/live/0126_1.m3u8
湖南电影,http://222.240.82.92:9901/tsfile/live/1004_1.m3u8
湖南电视剧,http://222.240.82.92:9901/tsfile/live/1002_1.m3u8
湖南娱乐,http://222.240.82.92:9901/tsfile/live/1012_1.m3u8
湖南都市,http://222.240.82.92:9901/tsfile/live/1001_1.m3u8
金鹰卡通,http://222.240.82.92:9901/tsfile/live/1003_1.m3u8
湖南教育台,http://222.240.82.92:9901/tsfile/live/1008_1.m3u8
湖南公共,http://222.240.82.92:9901/tsfile/live/1009_1.m3u8
女性频道,http://222.240.82.92:9901/tsfile/live/1007_1.m3u8
政法频道,http://222.240.82.92:9901/tsfile/live/1006_1.m3u8
湖南经视,http://222.240.82.92:9901/tsfile/live/1000_1.m3u8

辽宁联通,#genre#
CCTV1,http://42.176.185.28:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://42.176.185.28:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://42.176.185.28:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://42.176.185.28:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://42.176.185.28:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://42.176.185.28:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://42.176.185.28:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://42.176.185.28:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://42.176.185.28:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://42.176.185.28:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://42.176.185.28:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://42.176.185.28:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://42.176.185.28:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://42.176.185.28:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
